n_inventario,autore,titolo,casa_editrice,anno,isbn,generi,ripetuti
A1292,Filippo Danovi,Artemisia Gentileschi,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A1293,Alberto Fabris,Elisabetta I,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A1294,Gian Luca D'Errico,Madame de Pompadour,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A1295,Alessandra Consolaro,Indira Gandhi,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A1296,Emanuele Melilli,Anna Bolena,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A1297,Stefania De Nardis,Caterina II di Russia,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A1298,Loredana Garlati,Elisabetta d'Austria,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A1299,Denis Forasacco,Vittoria,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A130,Alexandre Dumas,I tre moschettieri,Einaudi,2017,9788806216260,"Narrativa, Romanzo Storico, Classici",FALSE
A1602,Gabriel García Márquez,L’autunno del patriarca,Mondadori,2002,9788804508601,"Narrativa, Classici",FALSE
A1300,Filippo Danovi,Maria Antonietta,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A1301,Barbara Biscotti,Giovanna D'Arco,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A1302,Luca Mori,Saffo,Corriere della Sera,2020,-,"Biografia, Poesia, Teatro",FALSE
A1303,Alberto Fabris,Caterina de' Medici,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A1304,Andrea Dusio,Paolina Bonaparte,Corriere della Sera,2020,-,"Biografia, Testimonianze",FALSE
A1305,Adrian Besley,Billie Eilish. La biografia,Salani,2020,9788893677943,"Biografia, Testimonianze",FALSE
A1306,Carla Maria Russo,Il cavaliere del giglio,Piemme,2007,9788868366476,"Romanzo Storico, Narrativa",FALSE
A1307,Ellis Peters,La vergine nel ghiaccio,TEA,1993,9788878193130,"Giallo, Thriller, Romanzo Storico",FALSE
A1308,Ian Herbert,Quiet Genius - Bob Paisley,Bloomsbury Sport,2017,9781472937391,"Lingue Straniere, Biografia",FALSE
A1309,Andrew Roberts,Napoleon the Great,Penguin Books,2014,9780141032016,"Lingue Straniere, Biografia",FALSE
A131,Edgar Lee Masters,Antologia di Spoon River,Einaudi,2014,9788806219215,"Poesia, Teatro",FALSE
A1659,Roberto Saviano,Gomorra,Mondadori,2006,9788804554501,"Saggistica, Attualità, Reportage",FALSE
A1310,Disney,Il commissario Topalbano,Giunti,2019,9788852233890,"Fumetti, Graphic Novel",FALSE
A1311-1,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-10,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-11,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-12,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-13,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-14,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-15,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-16,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-17,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-18,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-19,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-2,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-20,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-21,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-22,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-23,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-24,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-25,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-3,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-4,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-5,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-6,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-7,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-8,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1311-9,Elsa Morante,L'isola di Arturo,Salone del Libro,2022,-,"Narrativa, Ragazzi, Formazione, Classici",FALSE
A1312,Lucinda Riley,La sorella perduta,Giunti,2021,9788809845350,"Saga familiare, Romanzo storico, Rosa",FALSE
A1313,Gisella Laterza,La Divina Commedia,Corriere della Sera,2022,9788809951754,"Ragazzi, Classici",FALSE
A1314,G. Keison Bevilacqua,Troppo facile amarti in vacanza,Bao Publishing,2021,9788832735703,"Fumetti, Graphic Novel",FALSE
A1315,Pier Emilio Castoldi,Voghera nebbie mortali,Fratelli Frilli,2016,9788869431470,"Giallo, Thriller",FALSE
A1316,Ellis Peters,Il sepolcro oltre le dune,TEA,2001,9788878189034,"Giallo, Thriller, Romanzo Storico",FALSE
A1317,Paula Hawkins,Dentro l'acqua,Piemme,2017,9788856660142,"Giallo, Thriller",FALSE
A1318,Mario Rigoni Stern,Stagioni,Einaudi,2021,9788806250355,"Narrativa, Natura, Guerra",FALSE
A1319,"Ceci, Puleo",Possiamo essere tutto,Tunué,2022,9788867904396,"Fumetti, Graphic Novel",FALSE
A132,Fabio Bonacina,Giovanni Paolo II viaggi di speranza,Vaccari,2006,9788885335837,"Saggistica, Religione",FALSE
A1573,Gabriel García Márquez,Cent’anni di solitudine,Mondadori,1996,9788804415436,"Narrativa, Romanzo, Classico",FALSE
A1320,P. Boccalario,L'isola del tesoro (Stevenson),Corriere della Sera,2022,-,"Ragazzi, Avventura, Classico",FALSE
A1321,Sarah Rossi,Racconti di E. A. Poe,Corriere della Sera,2022,-,"Ragazzi, Giallo, Thriller",FALSE
A1322,Roberto Piumini,I Promessi Sposi (Manzoni),Corriere della Sera,2022,-,"Ragazzi, Classico",FALSE
A1323,David Grossman,Vedi alla voce: amore,Mondadori,2014,9788804644552,"Narrativa, Romanzo Storico",FALSE
A1324,Banana Yoshimoto,Chie-chan e io,Feltrinelli,2010,9788807722189,"Narrativa, Romanzo",FALSE
A1325,Joseph Roth,La Cripta dei Cappuccini,Newton Compton,2010,9788854117075,"Romanzo Storico, Classico",FALSE
A1326,Siobhan Dowd,Il mistero del London Eye,Uovonero,2011,9788896918074,"Ragazzi, Giallo, Thriller",FALSE
A1327,Colum McCann,Questo bacio vada al mondo intero,Rizzoli,2017,9788817094016,"Narrativa, Romanzo",FALSE
A1328,Albert Einstein,Il significato della relatività...,Newton Compton,2015,9788854181311,"Saggistica, Scienze",FALSE
A133,Nicolas Barreau,Gli ingredienti segreti dell’amore,Feltrinelli,2012,9788807019184,"Narrativa, Rosa",FALSE
A1339,Alicia Giménez Bartlett,Un Natale di pietra,La Repubblica,2020,-,"Giallo, Thriller, Racconti",FALSE
A1647,Luigi Pirandello,"Uno, nessuno e centomila",Einaudi,2014,9788806219277,"Narrativa, Classico",FALSE
A134,F. Scott Fitzgerald,Gli ultimi fuochi,Mondadori,1974,9788804117861,"Narrativa, Romanzo, Classico",FALSE
A1340,Andrea Camilleri,Capodanno,La Repubblica,2020,-,"Giallo, Thriller, Racconti",FALSE
A1341,Maurizio De Giovanni,Febbre,La Repubblica,2020,-,"Giallo, Thriller, Racconti",FALSE
A1342,Francesco Recami,Ottobre in giallo a Milano,La Repubblica,2020,-,"Giallo, Thriller, Racconti",FALSE
A1343,Marcello Fois,Ti ho fatto male,La Repubblica,2020,-,"Giallo, Thriller, Racconti",FALSE
A1344,Alessandro Robecchi,Il tavolo,La Repubblica,2020,-,"Giallo, Thriller, Racconti",FALSE
A1345,Diego De Silva,Patrocinio gratuito,La Repubblica,2020,-,"Giallo, Thriller, Racconti",FALSE
A1346,Esmahan Aykol,Rubacuori a Capodanno,La Repubblica,2020,-,"Giallo, Thriller, Racconti",FALSE
A1347,Santo Piazzese,Come fu che cambiai marca di Whisky,La Repubblica,2020,-,"Giallo, Thriller, Racconti",FALSE
A1348,Giampaolo Simi,Il comandante Oberdan,La Repubblica,2020,-,"Giallo, Thriller, Racconti",FALSE
A1349,Maurizio De Giovanni,Un giorno di settembre a Natale,La Repubblica,2020,-,"Giallo, Thriller, Racconti",FALSE
A1608,F. Scott Fitzgerald,Il grande Gatzby,Einaudi,2014,9788806217489,"Narrativa, Romanzo, Classico",FALSE
A135,Werner Keller,La civiltà etrusca,Euroclub,1979,-,"Saggistica, Storia",FALSE
A1350,Carlo Lucarelli,A girl like you,La Repubblica,2020,-,"Giallo, Thriller, Racconti",FALSE
A1351-1,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE
A1351-10,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE
A1351-11,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE
A1351-12,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE
A1351-13,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,9788807881736,"Romanzo Storico, Narrativa",FALSE
A1351-14,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,9788807881736,"Romanzo Storico, Narrativa",FALSE
A1351-15,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,9788807881736,"Romanzo Storico, Narrativa",FALSE
A1351-16,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,9788807881736,"Romanzo Storico, Narrativa",FALSE
A1351-2,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE
A1351-3,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE
A1351-4,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE
A1351-5,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE
A1351-6,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE
A1351-7,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE
A1351-8,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE
A1351-9,Antonio Tabucchi,Sostiene Pereira,Salone del Libro,2023,-,"Romanzo Storico, Narrativa",FALSE
A1352,Alda Merini,L'altra verità,Rizzoli,1997,9788817112232,"Biografia, Memorie",FALSE
A1353,Giuseppe Ungaretti,Vita d'un uomo,Mondadori,2009,9788804583494,Poesia,FALSE
A1354,David Grossman,Caduto fuori dal tempo,Mondadori,2011,9788804624464,"Narrativa, Romanzo",FALSE
A1355,Cesare Pavese,La luna e i falò,Einaudi,1950,9788806219353,"Narrativa, Classico",FALSE
A1356,Alessandro D'Avenia,L'arte di essere fragili,Mondadori,2016,9788804683935,"Saggistica, Letteratura",FALSE
A1357,Alessandro D'Avenia,"Bianca come il latte, rossa...",Mondadori,2010,9788804633534,"Ragazzi, Narrativa",FALSE
A1358,Alessandro D'Avenia,L'appello,Mondadori,2020,9788804734248,"Ragazzi, Narrativa",FALSE
A1359,Cristina Obber,Era solo un selfie,Piemme,2022,9788856683836,"Ragazzi, Attualità",FALSE
A1359-1,Cristina Obber,Era solo un selfie,Piemme,2022,9788856683836,"Ragazzi, Attualità",FALSE
A1652,Andrea Castelli,"Scusi, il teatro?",Curcu & Genovese,2010,9788896737156,"Biografia, Memorie, Teatro",FALSE
A136,Ernest Hemingway,I racconti di Nick Adams,Mondadori,1976,9788804128503,"Narrativa, Racconti, Classico",FALSE
A1360,Virginie Grimaldi,Via dei colibrì,Fabbri Editori,2021,9788891585867,"Narrativa, Romanzo",FALSE
A1361,Madeline Miller,Circe,Marsilio,2018,9788831784961,"Narrativa, Fantasy, Mitologia",FALSE
A1362,Luigi Garlando,"Vai all'inferno, Dante!",Rizzoli,2020,9788817144982,"Ragazzi, Narrativa",FALSE
A1363,Henning Mankell,L'ultimo segreto del Fuoco,Salani,2013,9788862568288,"Ragazzi, Narrativa",FALSE
A1364,Arthur Schnitzler,Doppio sogno,La Repubblica,2011,9788889145325,"Narrativa, Classico",FALSE
A1365,Derrien & Torregrossa,1984 (Graphic novel),Star Comics,2022,9788822628465,"Fumetti, Graphic Novel, Distopico",FALSE
A1366,Giuseppe Pederiali,I ragazzi di Villa Emma,Mondadori,1989,9788842401673,"Ragazzi, Romanzo Storico",FALSE
A1367,Edwin A. Abbott,Flatlandia,Rizzoli,2021,9788845906885,"Fantascienza, Classico",FALSE
A1368,Michael Zadoorian,Beautiful Music,Marcos y Marcos,2018,9788871688175,"Narrativa, Romanzo",FALSE
A1369,John Boyne,La sfida,Rizzoli,2009,9788817054426,"Ragazzi, Romanzo",FALSE
A1642,Fëdor Dostoevskij,,Einaudi,2014,9788806217472,"Narrativa, Classico",FALSE
A137,Dino Buzzati,Il deserto dei tartari,Mondadori,1974,9788804096925,"Narrativa, Classico",FALSE
A1370,George Orwell,1984,Rizzoli,2021,9788804668239,"Narrativa, Classico, Distopico",FALSE
A1689,Philip K. Dick,"Ubik, io sono vivo voi siete morti",Fanucci,1969,9788834741305,"Fantascienza, Classico",FALSE
A1686,Elle Cosimano,Stagioni del caos,Rizzoli,2021,9788817154943,"Fantasy, Young Adult",FALSE
A1371,AA. VV.,Cuori connessi,Il Borgo Bologna,2022,-,"Ragazzi, Attualità, Racconti",FALSE
A1372,Federico Pace,La più bella estate,Einaudi,2022,9788806251292,"Narrativa, Viaggi",TRUE
A1372,"Pif, Marco Lillo","Io posso, due donne sole...",Feltrinelli,2021,9788807492970,"Saggistica, Attualità",TRUE
A1373,Seanan McGuire,Una porta per ogni cuore,Mondadori,2022,9788804746098,"Fantasy, Young Adult",FALSE
A1658,Rocco Tanica,Non siamo mai stati sulla Terra,Il Saggiatore,2022,9788842831517,"Saggistica, Tecnologia",FALSE
A1669,Bianca Pitzorno,La bambina con il falcone,Mondadori,1982,9788842401147,"Ragazzi, Romanzo Storico",FALSE
A1374,Robert Louis Stevenson,L'isola del tesoro,Panorama,1991,-,"Narrativa, Avventura, Classico",FALSE
A1661,Molière,Commedie,Mondadori,1960,9788804603384,"Poesia, Teatro, Classico",FALSE
A1375,Erin Doom,Fabbricante di lacrime,Salani,2021,9788893679908,"Narrativa, Rosa, Young Adult",FALSE
A1376,Pier Paolo Pasolini,Ragazzi di vita,Garzanti,1962,9788811683455,"Narrativa, Classico",FALSE
A1671,Dan Brown,Inferno,Mondadori,2013,9788804633800,"Giallo, Thriller",FALSE
A1377,Silvio Pellico,Le mie prigioni,SEI,1955,-,"Biografia, Memorie, Classico",FALSE
A1690,G. Pietropolli Charmet,L'insostenibile bisogno di ammirazione,Laterza,2018,9788858131373,"Saggistica, Psicologia",FALSE
A1685,Boris Pasternak,Il dottor Zivago,Feltrinelli,1958,9788807883716,"Romanzo Storico, Classico",FALSE
A1378,Marie-Aude Murail,Niente cravatta (Sauveur & figlio),Giunti,2017,9788809835775,"Ragazzi, Psicologia, Famiglia",FALSE
A1379,Linda Traversi,La panchina delle cose difficili,Einaudi,2022,9788866567300,"Ragazzi, Amicizia, Inclusione",TRUE
A1379,Espérance Hakuzwimana,Tutta intera,Einaudi,2022,9788806251629,"Narrativa, Romanzo",TRUE
A138,"F. Segù, P. Loaldi",Frammenti,UES,2012,9788897813025,"Narrativa, Racconti",TRUE
A138,Vivian Lamarque,Poesie 1972-2002,Mondadori,2002,9788804510574,Poesia,TRUE
A1380,Sahar Mustafah,La tua bellezza,Marcos y Marcos,2020,9788871689943,"Narrativa, Romanzo",FALSE
A1381,Giulio Ferroni,Ariosto,Corriere della Sera,2016,-,"Saggistica, Letteratura",FALSE
A1382,Nicolai Lilin,La guerra e l'odio,Piemme,2023,9788856686158,"Saggistica, Attualità",FALSE
A1383,Valerio Massimo Manfredi,Lo scudo di Talos,Mondadori,1988,9788804473771,"Romanzo Storico, Avventura",FALSE
A1384,Robert M. Pirsig,Lo Zen e l'arte della manutenzione...,Adelphi,1981,9788845904645,"Narrativa, Filosofia, Classico",FALSE
A1385,Cesare Pavese,La luna e i falò,Einaudi,2020,9788806245932,"Narrativa, Classico",FALSE
A1386,Randa Ghazy,Sognando Palestina,Fabbri Editori,2002,9788817128639,"Ragazzi, Attualità",FALSE
A1387,Jay Elliot,Steve Jobs. L'uomo che ha inventato...,Hoepli,2015,9788820364969,"Biografia, Memorie",FALSE
A1388,J. K. Rowling,Harry Potter e la pietra filosofale,Salani,1997,9788877827028,"Ragazzi, Fantasy",FALSE
A1389,Rita Levi Montalcini,L'asso nella manica a brandelli,Baldini+Castoldi,1998,9788880894291,"Saggistica, Scienze",FALSE
A139,Norman T. Di Giovanni,Novecento,Longanesi,1977,9788830400329,Romanzo Storico,FALSE
A1683,Licia Troisi,Cronache del mondo emerso,Mondadori,2004,9788804532729,"Ragazzi, Fantasy",FALSE
A1390,Umberto Veronesi,Il diritto di morire,Mondadori,2005,9788804548684,"Saggistica, Attualità, Bioetica",FALSE
A1391,"Giordana, Fava, Zapelli",I cento passi,Feltrinelli,2014,9788807883983,"Teatro, Cinema, Attualità",FALSE
A1392,Paolo Repossi,Il rito del filare,Ediciclo,2023,9788865494430,"Saggistica, Natura",FALSE
A1393,Jean-Pierre Vernant,C'era una volta Ulisse,Einaudi,2006,9788806179046,"Ragazzi, Mitologia, Classico",FALSE
A1394,AA. VV.,Parole ostili,Laterza,2018,9788858130833,"Ragazzi, Attualità",FALSE
A1395,Marco Malvaldi,Oscura e celeste,Giunti,2023,9788809902644,"Giallo, Thriller, Romanzo Storico",FALSE
A1396,Andrea Camilleri,Il boccone del povero,La Repubblica,2021,-,"Giallo, Thriller",FALSE
A1397,Andrea Camilleri,Il duello è contagioso,La Repubblica,2021,-,"Giallo, Thriller",FALSE
A1398,Stephen King,Carrie,Corriere della Sera,1994,9788845245847,"Horror, Thriller",FALSE
A1399,Tom Clancy,La grande fuga dell'Ottobre Rosso,Corriere della Sera,1997,9788817114250,"Giallo, Thriller",FALSE
A1655,Viviana Mazza,Il bambino Nelson Mandela,Mondadori,2014,9788804637745,"Ragazzi, Biografia, Memorie",FALSE
A140,G. C. Giacobbe,Come diventare un Buddha...,Ponte alle grazie,2005,9788879287555,"Saggistica, Psicologia, Umorismo",FALSE
A1400,Emilio Salgari,Sandokan alla riscossa,Rizzoli,2011,9788817047916,"Ragazzi, Avventura, Classico",FALSE
A1401,Elena Ferrante,Storia del nuovo cognome,Edizioni E/O,-,9788866320325,"Narrativa, Romanzo",FALSE
A1402,Isabel Allende,Paula,Feltrinelli,1994,9788807813638,"Narrativa, Biografia, Memorie",FALSE
A1403,Andrea Franzoso,Ero un bullo. La vera storia di...,De Agostini,2022,9788851198533,"Ragazzi, Biografia, Attualità",FALSE
A1404,William Golding,Il Signore delle Mosche,Mondadori,2017,9788804675718,"Narrativa, Classico, Distopico",FALSE
A1405,Martha Grimes,Shakespeare in nero,Mondadori,1984,9788804247544,"Giallo, Thriller",FALSE
A1406,Jules Verne,Ventimila leghe sotto i mari,Rizzoli,2016,9788817086618,"Ragazzi, Avventura, Classico",FALSE
A1407,Kazuo Ishiguro,Non lasciarmi,Einaudi,2016,9788806229567,"Narrativa, Fantascienza, Distopico",FALSE
A1408,"P. Vineis, L. Savarino",La salute del mondo,Feltrinelli,2021,9788807173893,"Saggistica, Attualità, Ecologia",FALSE
A1409,Roberto Cingolani,L'altra specie,Il Mulino,2019,9788815283620,"Saggistica, Tecnologia",FALSE
A141,Nicolas Barreau,Con te fino alla fine del mondo,Feltrinelli,2008,9788807880575,"Narrativa, Rosa",TRUE
A141,Victor Hugo,Notre-Dame de Paris,Einaudi,1972,9788806033873,"Narrativa, Classico, Romanzo Storico",TRUE
A1410,Jean-Paul Sartre,Nausea,Penguin Books,1965,9780141185494,"Narrativa, Classico, Filosofia",FALSE
A1411,Paolo Occhipinti,D'amore e di guerra,Cairo,2012,9788860524453,"Romanzo Storico, Rosa",FALSE
A1412,Andrew Norriss,Da quando ho incontrato Jessica,Il Castoro,2016,9788869660602,"Ragazzi, Narrativa",FALSE
A1413,Pietro Grasso,Paolo Borsellino parla ai ragazzi,Feltrinelli,2021,9788807895085,"Ragazzi, Attualità",FALSE
A1414,Sebastiano Maffettone,Il quarto shock,Luiss University Press,2020,9788861055741,"Saggistica, Attualità",FALSE
A1415,Michele Ainis,Il regno dell'Uroboro,La nave di Teseo,2018,9788893444650,"Saggistica, Sociologia",FALSE
A1416,Anna Lavatelli,Erano tutti figli miei,Notes Edizioni,2019,9788897007783,"Ragazzi, Romanzo Storico",FALSE
A1417,Charles M. Schulz,Tutto Peanuts anni 1950-1951,Hachette,2022,9788869136190,"Fumetti, Graphic Novel",FALSE
A1418,Oscar Wilde,The importance of being Earnest,Lucarini,1986,9788870331294,"Teatro, Classico",FALSE
A1419,Jostein Gaarder,Il mondo di Sofia,Euroclub,1997,9788850208226,"Narrativa, Filosofia, Ragazzi",FALSE
A1665,Kader Abdolah,La casa della moschea,Iperborea,2011,9788870911663,"Narrativa, Romanzo",FALSE
A142,Mark Haddon,Boom!,Einaudi,2009,9788806199340,"Ragazzi, Narrativa",FALSE
A1420,George R.R. Martin,Il Trono di Spade - Il grande inverno,Mondadori,2016,9788804664873,"Fantasy, Epico, Avventura ",FALSE
A1421,Joe Dever,Ombre sulla sabbia (Lupo Solitario),Edizioni EL,2000,9788847705882,"Ragazzi, Fantasy, Librogame",FALSE
A1422,Marie-Aude Murail,Lupa bianca lupo nero,Giunti,2019,9788809877478,"Ragazzi, Narrativa",FALSE
A1423,Claudio Moretti,Storie di grandi campioni,Newton Compton,2019,9788822735743,"Ragazzi, Sport, Biografia",FALSE
A1424,Mattia Bertoldi,Il coraggio di Lilly,Tre60,2022,9788867027117,"Romanzo Storico, Biografia",FALSE
A1425,Fabio Geda,L'estate alla fine del secolo,Baldini+Castoldi,2011,9788866200689,"Narrativa, Romanzo",FALSE
A1426,Valerio Massimo Manfredi,Il mio nome è nessuno - Il giuramento,Mondadori,2017,9788804677705,"Romanzo Storico, Mitologia",FALSE
A1427,Harper Lee,Il buio oltre la siepe,Feltrinelli,2013,9788807881552,"Narrativa, Classico",FALSE
A1428,Primo Levi,I sommersi e i salvati,Einaudi,2019,9788828608621,"Saggistica, Memorie, Storia",FALSE
A1429,Fred Uhlman,L'amico ritrovato,Feltrinelli,2013,9788807880708,"Romanzo Storico, Classico",FALSE
A1673,John Grisham,Il broker,Mondadori,2005,9788804537351,"Giallo, Thriller",FALSE
A143,Cinzia Montagna,Chi ha paura di Caterina?,Primula,2016,9788894101157,Romanzo Storico,FALSE
A1430,Cesare Pavese,La casa in collina,Einaudi,2020,9788806245925,"Narrativa, Classico, Romanzo Storico",FALSE
A1431,Francesco D'Adamo,Storia di Iqbal,Edizioni EL,2001,9788847708012,"Ragazzi, Attualità",FALSE
A1432,Voltaire,Candido o l'ottimismo,Feltrinelli,2019,9788807903339,"Narrativa, Classico, Filosofia",FALSE
A1433,Giovanni Verga,Storia di una capinera,Rizzoli,2010,9788817028908,"Narrativa, Classico",FALSE
A1434,Emilio Lussu,Un anno sull'altopiano,Einaudi,2000,9788806219162,"Romanzo Storico, Classico, Memorie",FALSE
A1435,Jack London,Il richiamo della foresta,Biancoenero,2017,9788899010415,"Audiolibro, Avventura, Classico",FALSE
A1436,Primo Levi,I sommersi e i salvati,Emons,-,9788869863898,"Audiolibro, Saggistica, Storia",FALSE
A1437,Jostein Gaarder,Il mondo di Sofia,Longanesi,2009,9788830424524,"Audiolibro, Filosofia, Ragazzi",FALSE
A1438,Massimo Gramellini,Fai bei sogni,Salani,2012,9788862568685,"Audiolibro, Narrativa",FALSE
A1439,André Aciman,Chiamami col tuo nome,Salani,2007,9788869862211,"Audiolibro, Narrativa, Rosa",FALSE
A144,Andrea De Carlo,Giro di vento,Bompiani,2004,9788845233067,"Narrativa, Romanzo",TRUE
A144,Edoardo Nesi,Storia della mia gente,Bompiani,2011,9788845267864,"Saggistica, Attualità",TRUE
A1440,AA. VV.,Le mille e una notte,Emons,2024,9788869866899,"Audiolibro, Classico",FALSE
A1441,Jane Austen,Persuasione,Emons,2022,9788869867254,"Audiolibro, Classico, Rosa",FALSE
A1442,Giuseppe Tomasi di Lampedusa,Il Gattopardo,Emons,2022,9788869867056,"Audiolibro, Storico, Classico",FALSE
A1443,Fëdor Dostoevskij,Delitto e castigo,Emons,2018,9788869863485,"Audiolibro, Classico",FALSE
A1444,J. M. Barrie,Peter Pan,Emons,2021,9788869866387,"Audiolibro, Ragazzi, Fantasy",FALSE
A1445,Hermann Hesse,Siddharta,Emons,2021,9788869866363,"Audiolibro, Classico, Filosofia",FALSE
A1446,F. Scott Fitzgerald,Il grande Gatsby,Emons,2011,9788869860361,"Audiolibro, Classico",FALSE
A1447,Bram Stoker,Dracula,Emons,2022,9788869867070,"Audiolibro, Horror, Classico",FALSE
A1448,Jane Austen,Orgoglio e pregiudizio,Emons,2009,9788869860163,"Audiolibro, Classico, Rosa",FALSE
A1449,Virginia Woolf,Al faro,Emons,2014,9788869861627,"Audiolibro, Classico",FALSE
A145,Annette Wieviorka,Auschwitz spiegato a mia figlia,Einaudi,1999,9788806151706,"Ragazzi, Storia",TRUE
A145,Antonio Forcellino,Raffaello. Una vita felice,Laterza,2006,9788842078739,"Saggistica, Arte, Biografia",TRUE
A1450,Lev Tolstoj,Anna Karenina,Emons,2021,9788869867590,"Audiolibro, Classico",FALSE
A1451,Micol Sarfatti,Margherita Sarfatti,Giulio Perrone,2023,9788860046642,"Biografia, Memorie, Storia",FALSE
A1452,Ciro Auriemma,Il vento ci porterà,Piemme,2021,9788856679779,"Narrativa, Rosa",FALSE
A1453,Laura Imai Messina,Tokyo tutto l'anno,Einaudi,2020,9788806244217,"Narrativa, Viaggi",FALSE
A1454,Mary Renault,Giochi funerari,Mondadori,2023,9788804756859,Romanzo Storico,FALSE
